Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,COM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.3731375,172.9508504,157.6586434,158.3725454,169.6634039,180.0066174,182.4242455,180.9895467,181.3853215,189.1946769,191.3986613,203.4537294,208.6389113,215.3057434,216.7652992,210.8811934,211.0542748,212.8190718,215.2492043,215.8119818,216.8534168,218.9775848,213.963623,211.5000305,206.3431091,203.3440399,197.5705566,190.1259003,187.7627915,188.4658166,
Cabo Verde,CPV,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.23147246,56.99876136,53.43504501,77.96032494,54.06293025,52.13348005,54.14848914,52.78595519,52.02306915,55.18632377,53.33136654,54.87708919,53.82636516,55.44553787,50.57289356,48.16486152,48.9192055,48.28993353,49.04820977,49.73566268,49.41110737,49.69546127,51.14078903,51.85521698,51.83972549,50.45266342,49.36414337,48.47712708,48.04544688,47.39553801,
Costa Rica,CRI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14061495,52.62085461,61.57954553,66.39669143,75.18753535,89.26905004,101.0397559,113.8342848,126.2430108,138.6343841,148.3694778,159.3535942,172.3414243,187.3416796,206.9596181,227.0066034,249.0653584,268.1030892,293.0147569,319.375431,336.4406176,344.5460205,353.7847595,357.828125,363.4217834,364.1627197,341.518645,339.505722,342.994307,330.795848,
Caribbean small states,CSS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321938711,,,,,,,,,
Curacao,CUW,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249048851,1.244117999,1.229766901,1.226904365,1.21122684,1.222797695,1.224029638,1.227769194,1.287442825,1.300700892,1.321462041,1.324621677,1.407860398,1.413064361,1.428795934,1.423379064,1.410977721,1.367156506,1.36914009,1.378719563,
Cayman Islands,CYM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.966275816,0.969913411,0.980403585,0.978924924,0.965652117,0.941537917,0.965750873,0.981098115,0.990836918,0.989632905,0.981255233,0.973790824,0.977497021,,
Cyprus,CYP,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565484956,0.568254081,0.589158109,0.603165476,0.621682936,0.691714103,0.698385137,0.702325134,0.711273829,0.720750508,0.716790382,0.71153146,0.710507594,0.737286227,0.734248569,0.722889337,0.710782761,0.695077587,0.693818424,0.681581072,0.699604471,0.698623214,0.706848738,0.68731613,0.67970867,0.663141323,0.622328385,0.613226184,0.589957147,0.591076821,
Czech Republic,CZE,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.539975,7.298217,8.017368,9.47718,10.424254,11.179863,12.101799,12.907649,13.987701,14.22935,14.326189,14.320106,14.458321,14.19064,14.438093,14.562493,14.433858,14.276106,13.916713,13.628403,13.661572,13.345305,13.297699,12.785271,12.70321,12.93798,12.576343,12.385437,11.993455,12.163287,
Germany,DEU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948976,0.946252,0.97426,0.988672,0.987862,0.986744,0.976539,0.973221,0.968747,0.954119,0.942801,0.929565,0.913257,0.896861,0.875789,0.872721,0.84871,0.83832,0.820401,0.81051,0.804426,0.788739,0.787246,0.774784,0.768937,0.778122,0.752608,0.742412,0.714152,0.721158,
Djibouti,DJI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.57182312,98.26959229,100.1522827,102.1108551,103.3022842,106.1264572,106.0227051,104.543288,105.0059679,
Dominica,DMA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.753950979,1.826410993,1.864032836,1.869692953,1.970459996,1.945122041,1.972504189,1.967086809,1.994600922,2.016075705,1.983808429,1.981687051,1.96625591,1.870191119,1.890217943,1.806565006,1.795013734,1.774716881,1.767116392,1.894113917,1.877853119,1.870429516,1.859238625,1.86717689,1.811030388,1.841155171,1.82589674,1.737537384,1.757748821,1.759704171,
Denmark,DNK,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.144147,9.080259,9.02495,8.867198,8.817723,8.747383,8.728955,8.702545,8.662036,8.752578,8.667529,8.690645,8.561606,8.656778,8.466842,8.569438,8.298208,8.172364,7.944128,7.725447,7.585045,7.466492,7.564136,7.354846,7.328674,7.305357,7.079856,6.849806,6.562013,6.463254,
Dominican Republic,DOM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.009775641,4.607118961,4.75528805,4.876736775,5.25874268,5.647909684,5.749890832,6.186650116,6.515737268,6.669269548,6.993633784,7.25692569,7.638333156,10.00837211,14.1478932,14.51372438,15.02298993,15.46402237,16.74527755,17.19992825,17.92729355,18.97597885,20.18921471,20.88737679,21.35897064,21.15100861,20.81889343,21.61327553,21.96890159,22.09468557,
Algeria,DZA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.119647986,4.640725108,5.53218244,6.140426553,7.760208293,9.772924199,11.90262592,12.5201471,11.9931449,13.10593706,15.72653608,15.31614563,15.27672868,16.24767165,17.75949979,20.00028934,21.46022708,22.23538126,25.15052136,22.17427958,25.45219127,29.4758873,32.59322739,33.43034744,34.03952408,35.01082993,37.15582657,38.85575104,40.61156821,39.47538589,
East Asia & Pacific (excluding high income),EAP,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30824764,0.318705951,0.325013832,0.325878967,0.366953382,0.378187758,0.376921787,0.396492499,0.377248451,0.274075031,0.247402089,0.310880673,0.343025603,0.372445928,0.378138703,0.395072786,0.414149205,0.430137514,0.480356462,0.479847263,0.50972863,0.527572334,0.551044822,0.542989254,0.544437647,0.553737104,0.549206555,0.534820974,0.531598931,0.520580052,
"Egypt, Arab Rep.",EGY,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459572144,0.516222031,0.597339972,0.632699953,0.671810266,0.73302461,0.771008165,0.832794438,0.843106303,0.838748245,0.852768468,0.850050403,0.863303997,0.905007519,0.984126299,1.013691499,1.056332193,1.158270667,1.274828742,1.406701262,1.53103427,1.67461729,1.746918082,1.875361204,2.16186142,2.29638958,2.563081741,3.266602993,3.872186201,4.316027822,
Euro area,EMU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06141922,1.02251181,1.222884951,1.333117721,1.427949755,1.458449744,1.573591366,1.587160567,1.940221934,2.184831779,2.498138366,2.989042844,3.632509264,3.791342358,4.099275581,4.28298637,4.876671012,6.267726743,5.190109739,6.077217994,6.390575256,6.090202547,6.071786884,5.826648999,5.809384567,5.469904349,,,
Spain,ESP,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619435,0.640726,0.668489,0.682646,0.694306,0.713594,0.724042,0.723932,0.723853,0.73921,0.739549,0.747416,0.742312,0.760047,0.76653,0.769508,0.736983,0.7333,0.725862,0.718152,0.72637,0.714129,0.694976,0.6748,0.662359,0.66474,0.642644,0.628831,0.612611,0.607903,
Estonia,EST,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175009,0.239324,0.30815,0.378136,0.409637,0.435437,0.462332,0.468716,0.487802,0.486245,0.486274,0.494059,0.503328,0.521489,0.551852,0.545055,0.516739,0.511706,0.5116,0.521063,0.522424,0.52689,0.53758,0.527849,0.533205,0.523582,0.529969,
Ethiopia,ETH,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299720378,1.497133392,1.691132183,1.872976573,1.887568315,2.083717668,2.051143556,2.020540342,1.995051849,2.010370524,2.100127898,1.936776743,1.83757162,2.034411409,2.058563711,2.193530214,2.375060312,2.711228307,3.465635787,4.269910931,4.281700346,5.035502911,6.640948772,7.080699444,7.14422369,7.766685009,8.055920601,8.52085495,9.348209763,10.34944606,
European Union,EUU,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007679,0.989452,0.975994,0.970241,0.967486,0.987427,0.994102,0.989515,0.991565,0.992037,0.983695,1.002505,0.998133,1.003035,0.974018,0.979424,0.95414,0.935952,0.912125,0.895842,0.899789,0.898068,0.908495,0.905357,0.90721,0.907748,0.880895,0.860908,0.825529,0.819545,
Fiji,FJI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64692264,0.66326361,0.689113678,0.721879668,0.712735486,0.706173879,0.713559126,0.725667928,0.771321517,0.812131368,0.757303719,0.765956506,0.779055912,0.82507503,0.821434632,0.850931853,0.856704342,0.858946733,0.853982845,0.859308206,0.885338682,0.948667109,0.929741383,0.934711635,0.932411849,0.910992801,0.937128186,0.939006925,0.92974687,0.933689774,
France,FRA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.027381,1.019087,1.015979,1.008578,0.996625,0.987135,0.983624,0.969551,0.961614,0.952721,0.929965,0.911554,0.900678,0.930853,0.935902,0.916458,0.895886,0.889851,0.881874,0.862331,0.85398,0.841361,0.844301,0.811643,0.807565,0.808694,0.780044,0.767657,0.73234,0.709358,
Faroe Islands,FRO,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.863185408,0.877543328,0.883992484,0.889544492,0.893722009,0.895043255,0.895382297,0.885936054,0.902281228,0.88246095,0.872477856,0.863218252,0.850577141,0.832028414,0.818263611,0.810185737,0.797277211,0.801067548,0.825111303,0.862773281,0.883563145,0.87929396,0.924196979,0.914042919,0.924579484,0.867006205,0.892857732,0.941822864,1.005726055,,
Gabon,GAB,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6309871,125.7134375,123.175246,119.7113933,171.7708168,170.4960127,190.138344,188.6844164,153.3977259,180.2345657,225.8132742,207.1503989,205.6699963,201.4817371,211.4350744,246.2512536,262.6047094,266.5560261,315.0164408,256.1261063,295.1128506,325.7325439,326.2744446,316.4349365,310.4154663,297.0108337,289.7207947,279.7657166,292.6109292,291.4989122,
United Kingdom,GBR,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632935,0.65153,0.658168,0.660507,0.65571,0.714632,0.714617,0.708919,0.720742,0.725819,0.704306,0.694382,0.689877,0.696596,0.68841,0.707619,0.69742,0.7101,0.701691,0.709551,0.701707,0.706052,0.701634,0.695248,0.698444,0.692551,0.688603,0.682422,0.662639,0.664175,
Georgia,GEO,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45E-07,8.55E-07,1.18E-05,0.001790888,0.107689494,0.277116686,0.389242661,0.407656594,0.431082998,0.466281178,0.477431708,0.492301143,0.513322204,0.521221015,0.550352849,0.576087597,0.606410031,0.6464369,0.694948625,0.674958899,0.761852897,0.811295331,0.743100882,0.724774063,0.722901881,0.753516793,0.747672737,0.80457169,0.819481065,0.845610438,
Ghana,GHA,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016839539,0.019553171,0.021249118,0.027349265,0.034845227,0.048820781,0.067042312,0.078729906,0.0911265,0.10237977,0.127409688,0.168084317,0.203224254,0.256789741,0.28594131,0.318798377,0.349006762,0.403188583,0.472262453,0.542116946,0.624804214,0.697181165,0.766061068,0.883554935,1.046781182,1.265835881,1.54423666,1.763949633,1.897821502,2.032733832,
Gibraltar,GIB,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.8131871,557.1722612,687.5943725,676.2058772,671.5225583,696.8748478,694.9240381,692.9411148,708.010117,727.4396861,756.3610308,753.0970784,744.5788025,847.3111025,961.4169292,1187.759141,1586.166393,1754.874837,2008.882648,2028.889856,2328.298662,2485.900879,2789.94043,2932.74707,3059.934814,3164.996094,3159.341553,3216.034912,3096.550579,3305.075404,
"Gambia, The",GMB,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.359844236,2.471113991,2.588077394,2.658184831,2.700920139,2.750295318,2.779482815,2.837419924,2.876478478,2.958622573,2.958087433,3.332432666,3.808836773,4.76365498,9.00803172,9.095291517,8.94318271,9.093725731,9.14106658,9.481349758,9.901135474,10.14197159,10.83116341,11.87320232,12.5058794,13.58817577,14.48261452,15.28607559,15.95994298,16.77519241,
Guinea-Bissau,GNB,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5500964,23.62969374,38.11592284,55.5002141,66.97358599,94.9401616,129.8118182,171.1754947,182.9386212,202.5270761,204.5581081,213.7172871,214.1697325,199.7268017,191.7935528,196.7887707,186.6674062,189.7481961,209.3475892,202.6565427,206.2625491,230.3917694,232.1931152,229.744278,223.3035889,223.3507538,224.4070435,222.7485809,216.5275139,196.6652737,
Equatorial Guinea,GNQ,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.8750809,140.105573,115.8558602,110.1265222,134.2693751,141.6129975,140.2086545,119.7108953,81.01125765,111.1288603,159.3110375,137.2290561,132.9538558,131.3594692,149.5625796,206.8008416,226.7734576,227.5494377,267.4922581,210.1707661,259.493273,297.509491,295.0380249,289.6785583,284.1853027,277.463562,267.9431458,248.9342957,270.1672911,245.8601602,
Greece,GRC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336309,0.389679,0.437379,0.488904,0.532208,0.57232,0.602871,0.627391,0.647942,0.67328,0.669482,0.668361,0.662967,0.685789,0.69509,0.708976,0.693383,0.71919,0.707951,0.703914,0.721426,0.713163,0.684663,0.631286,0.611135,0.60907,0.58858,0.573211,0.546923,0.538129,
Grenada,GRD,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.650968582,1.70347919,1.732337251,1.724115395,1.741931005,1.758247303,1.772786472,1.773837624,1.784578871,1.778908785,1.786859431,1.785998319,1.76473099,1.731220463,1.720076018,1.709646954,1.736303747,1.730100997,1.830273407,1.816246062,1.803938324,1.770994782,1.800373793,1.769275188,1.732787371,1.735502124,1.730124235,1.690312862,1.645041327,1.640171111,
Greenland,GRL,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000572102,1.286988468,1.369816603,1.532197565,1.676016721,1.78388573,1.907720687,2.030238413,2.198416871,2.276384809,2.378689506,2.504357542,2.624364905,2.69132696,2.78003271,2.847963238,2.902355833,3.028123843,3.250768092,3.340486318,3.471795481,3.636532545,3.647882223,3.716833591,3.766833305,3.731572151,3.857656717,3.932594061,3.886240891,3.942333444,
Guam,GUM,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25682836,39.14980784,42.60314072,48.67158546,55.55140114,61.13113174,62.39153144,62.21909899,63.35400176,69.45353396,72.40908746,71.08307006,71.80871537,73.82603773,76.76134903,80.12427931,82.14716835,90.15204448,96.88155213,97.25717704,99.95579013,100.2694702,104.8881607,102.2783432,101.928627,102.8383255,106.229805,105.3527908,99.87764505,100.8762535,
High income,HIC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.749800253,6.070080489,6.522342946,6.920148316,7.203762154,7.34788941,7.640314175,7.943436324,7.950849133,7.516681032,7.102759242,6.827012471,6.492073325,5.990794077,5.624261474,5.446172305,5.257927568,5.281027496,5.246649806,5.187403226,5.141530699,5.232639313,5.454227924,5.547578812,5.706450462,5.831053257,5.932289124,6.011433125,6.083149626,6.107817358,
Honduras,HND,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.967922925,2.403872228,2.436665303,2.639924513,3.13628126,3.800331477,4.410981314,5.046099954,5.50385057,5.836539122,6.260248087,6.621119111,6.852520333,7.115074042,7.375571442,7.67342852,7.846406083,8.147408173,8.614568416,9.203739724,9.523142113,10.05656147,10.37037945,10.3315506,10.39820099,10.4744339,10.39253521,10.36155891,10.30815878,10.5504896,
Heavily indebted poor countries (HIPC),HPC,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.190855205,3.25931243,3.425086,3.654304757,3.746346477,3.785358442,3.872182504,3.879351185,3.988116664,4.011406378,4.093491541,3.919320307,3.870232327,3.872411412,3.839750119,3.870556917,3.752640642,3.664122983,3.575117049,3.543473744,3.512382554,3.382018415,3.314082511,3.200541578,3.177400526,
Haiti,HTI,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.858773173,2.060658315,2.435990191,2.815951225,4.320557533,4.907365267,5.299909995,5.873152969,6.630017561,6.995203787,7.598739628,8.395954058,8.929557834,10.37469503,12.05073893,13.00725694,13.86472098,14.51102875,15.84494588,17.06250169,17.97635084,18.49496269,20.12858772,20.92994308,21.59558105,23.23226547,25.26046944,28.49839592,30.63224379,35.28715651,
